Location,Indicator,Period,Dim1,First Tooltip
Estonia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,32.4
Estonia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,40.1
Estonia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,24.7
Estonia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,32.9
Estonia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,41.1
Estonia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,24.8
Estonia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,34.7
Estonia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,44.1
Estonia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,25.3
Estonia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,37.7
Estonia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,49.3
Estonia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,26.1
Estonia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,41.1
Estonia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,55.3
Estonia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,26.8
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,10.7
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,19.1
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,2.2
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,10.7
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,19
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,2.3
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,10.8
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,19.1
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,2.5
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,10.8
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,19
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,2.6
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,10.9
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,19
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,2.7
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,10.9
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,19
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,2.9
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,11.1
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,18.9
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,3.4
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,11.6
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,18.8
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,4.3
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,12.3
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,18.9
Eswatini,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,5.7
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,4.6
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,8.3
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,0.9
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,4.7
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,8.5
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,1
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,4.8
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,8.6
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,1
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,4.9
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,8.8
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,1
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,5
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,9
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,1
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,5.1
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,9.2
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,1.1
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,5.5
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,9.8
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,1.1
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,6.1
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,10.9
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,1.3
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,6.8
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,12.2
Ethiopia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,1.5
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,26.7
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,42.3
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,11.1
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,26.9
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,42.5
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,11.2
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,27.1
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,42.9
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,11.4
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,27.4
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,43.4
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,11.5
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,27.7
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,43.7
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,11.7
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,28.1
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,44.2
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,12
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,29
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,45.4
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,12.5
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,30.6
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,47.5
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,13.7
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,32.7
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,50.4
Fiji,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,15
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,19.7
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,21
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,18.3
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,20.1
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,21.7
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,18.5
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,20.4
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,22.1
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,18.7
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,20.9
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,22.8
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,19.1
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,21.3
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,23.4
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,19.3
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,21.9
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,24.1
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,19.8
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,23.4
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,26.1
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,20.6
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,26.1
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,30
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,22.2
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,29.1
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,34.2
Finland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,24
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,34.6
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,36
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,33.2
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,34.6
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,36.3
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,33
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,34.6
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,36.4
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,32.9
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,34.5
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,36.4
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,32.7
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,34.6
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,36.7
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,32.5
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,34.5
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,36.5
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,32.5
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,34.5
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,37
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,32
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,34.5
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,37.5
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,31.4
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,34.6
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,38.5
France,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,30.7
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,14.4
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,27.3
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,1.5
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,14.7
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,27.8
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,1.6
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,15
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,28.3
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,1.7
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,15.3
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,28.9
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,1.8
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,15.7
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,29.5
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,1.9
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,16.1
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,30.1
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,2
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,17.1
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,31.9
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,2.4
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,19.2
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,35.2
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,3.2
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,21.7
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,39.1
Gambia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,4.3
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,29.7
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,54.2
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,5.2
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,29.9
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,54.6
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,5.2
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,30.1
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,55
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,5.3
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,30.4
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,55.5
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,5.3
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,30.6
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,55.9
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,5.4
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,30.7
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,56
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,5.4
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,31.6
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,57.5
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,5.6
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,32.7
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,59.6
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,5.9
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,34.4
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,62.5
Georgia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,6.2
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,28
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,29.9
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,26
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,28.4
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,30.4
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,26.3
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,28.6
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,30.8
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,26.4
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,28.9
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,31.2
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,26.7
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,29.1
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,31.5
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,26.8
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,29.5
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,31.9
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,27.1
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,30.3
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,33.1
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,27.5
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,31.8
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,35.2
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,28.4
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,33.6
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,37.5
Germany,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,29.7
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,3.7
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,7
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,0.4
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,3.8
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,7.2
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,0.4
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,3.9
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,7.4
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,0.4
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,4
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,7.6
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,0.5
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,4.1
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,7.8
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,0.5
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,4.3
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,8
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,0.5
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,4.7
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,8.7
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,0.6
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,5.5
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,10.1
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,0.9
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,6.5
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,11.7
Ghana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,1.2
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,39.1
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,45.3
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,32.8
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,39.6
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,46
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,33.3
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,40.2
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,46.5
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,33.8
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,40.6
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,47.1
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,34
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,41.2
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,47.8
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,34.5
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,41.8
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,48.6
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,35.1
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,43.4
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,50.5
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,36.4
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,46.7
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,54.4
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,39.1
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,50.2
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,58.6
Greece,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,41.8
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,12.2
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,22.1
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,2.2
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,12.6
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,23
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,2.3
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,13.2
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,24
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,2.4
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,13.8
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,25
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,2.5
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,14.4
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,26.2
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,2.7
