Location,Indicator,Period,Dim1,First Tooltip
China,Population using safely managed sanitation services (%),2007,Total,38.93
China,Population using safely managed sanitation services (%),2007,Urban,47.87
China,Population using safely managed sanitation services (%),2007,Rural,31.56
China,Population using safely managed sanitation services (%),2006,Total,36.33
China,Population using safely managed sanitation services (%),2006,Urban,44.43
China,Population using safely managed sanitation services (%),2006,Rural,30.01
China,Population using safely managed sanitation services (%),2005,Total,33.89
China,Population using safely managed sanitation services (%),2005,Urban,40.96
China,Population using safely managed sanitation services (%),2005,Rural,28.66
China,Population using safely managed sanitation services (%),2004,Total,31.6
China,Population using safely managed sanitation services (%),2004,Urban,37.5
China,Population using safely managed sanitation services (%),2004,Rural,27.47
China,Population using safely managed sanitation services (%),2003,Total,29.48
China,Population using safely managed sanitation services (%),2003,Urban,34.07
China,Population using safely managed sanitation services (%),2003,Rural,26.44
China,Population using safely managed sanitation services (%),2002,Total,27.53
China,Population using safely managed sanitation services (%),2002,Urban,30.65
China,Population using safely managed sanitation services (%),2002,Rural,25.58
China,Population using safely managed sanitation services (%),2001,Total,26.8
China,Population using safely managed sanitation services (%),2001,Urban,30.03
China,Population using safely managed sanitation services (%),2001,Rural,24.9
China,Population using safely managed sanitation services (%),2000,Total,26.56
China,Population using safely managed sanitation services (%),2000,Urban,29.4
China,Population using safely managed sanitation services (%),2000,Rural,24.97
Colombia,Population using safely managed sanitation services (%),2017,Total,16.99
Colombia,Population using safely managed sanitation services (%),2017,Urban,15.83
Colombia,Population using safely managed sanitation services (%),2016,Total,16.79
Colombia,Population using safely managed sanitation services (%),2016,Urban,15.7
Colombia,Population using safely managed sanitation services (%),2015,Total,16.59
Colombia,Population using safely managed sanitation services (%),2015,Urban,15.56
Colombia,Population using safely managed sanitation services (%),2014,Total,16.4
Colombia,Population using safely managed sanitation services (%),2014,Urban,15.43
Colombia,Population using safely managed sanitation services (%),2013,Total,16.2
Colombia,Population using safely managed sanitation services (%),2013,Urban,15.29
Colombia,Population using safely managed sanitation services (%),2012,Total,16
Colombia,Population using safely managed sanitation services (%),2012,Urban,15.16
Colombia,Population using safely managed sanitation services (%),2011,Total,15.79
Colombia,Population using safely managed sanitation services (%),2011,Urban,15.03
Colombia,Population using safely managed sanitation services (%),2010,Total,15.59
Colombia,Population using safely managed sanitation services (%),2010,Urban,14.89
Colombia,Population using safely managed sanitation services (%),2009,Total,15.39
Colombia,Population using safely managed sanitation services (%),2009,Urban,14.76
Colombia,Population using safely managed sanitation services (%),2008,Total,15.18
Colombia,Population using safely managed sanitation services (%),2008,Urban,14.63
Colombia,Population using safely managed sanitation services (%),2007,Total,14.97
Colombia,Population using safely managed sanitation services (%),2007,Urban,14.5
Colombia,Population using safely managed sanitation services (%),2006,Total,14.76
Colombia,Population using safely managed sanitation services (%),2006,Urban,14.37
Colombia,Population using safely managed sanitation services (%),2005,Total,14.55
Colombia,Population using safely managed sanitation services (%),2005,Urban,14.24
Colombia,Population using safely managed sanitation services (%),2004,Total,14.34
Colombia,Population using safely managed sanitation services (%),2004,Urban,14.11
Colombia,Population using safely managed sanitation services (%),2003,Total,14.12
Colombia,Population using safely managed sanitation services (%),2003,Urban,13.98
Colombia,Population using safely managed sanitation services (%),2002,Total,13.91
Colombia,Population using safely managed sanitation services (%),2002,Urban,13.85
Colombia,Population using safely managed sanitation services (%),2001,Total,13.69
Colombia,Population using safely managed sanitation services (%),2001,Urban,13.72
Colombia,Population using safely managed sanitation services (%),2000,Total,13.47
Colombia,Population using safely managed sanitation services (%),2000,Urban,13.59
Croatia,Population using safely managed sanitation services (%),2017,Total,58.5
Croatia,Population using safely managed sanitation services (%),2017,Urban,64.27
Croatia,Population using safely managed sanitation services (%),2016,Total,58.45
Croatia,Population using safely managed sanitation services (%),2016,Urban,64.25
Croatia,Population using safely managed sanitation services (%),2015,Total,58.4
Croatia,Population using safely managed sanitation services (%),2015,Urban,64.24
Croatia,Population using safely managed sanitation services (%),2014,Total,58.35
Croatia,Population using safely managed sanitation services (%),2014,Urban,64.22
Croatia,Population using safely managed sanitation services (%),2013,Total,58.31
Croatia,Population using safely managed sanitation services (%),2013,Urban,64.2
Croatia,Population using safely managed sanitation services (%),2012,Total,58.27
Croatia,Population using safely managed sanitation services (%),2012,Urban,64.19
Croatia,Population using safely managed sanitation services (%),2011,Total,58.23
Croatia,Population using safely managed sanitation services (%),2011,Urban,64.17
Croatia,Population using safely managed sanitation services (%),2010,Total,58.19
Croatia,Population using safely managed sanitation services (%),2010,Urban,64.16
Croatia,Population using safely managed sanitation services (%),2009,Total,58.15
Croatia,Population using safely managed sanitation services (%),2009,Urban,64.14
Croatia,Population using safely managed sanitation services (%),2008,Total,58.12
Croatia,Population using safely managed sanitation services (%),2008,Urban,64.12
Croatia,Population using safely managed sanitation services (%),2007,Total,58.08
Croatia,Population using safely managed sanitation services (%),2007,Urban,64.11
Croatia,Population using safely managed sanitation services (%),2006,Total,58.04
Croatia,Population using safely managed sanitation services (%),2006,Urban,64.09
Croatia,Population using safely managed sanitation services (%),2005,Total,58
Croatia,Population using safely managed sanitation services (%),2005,Urban,64.07
Croatia,Population using safely managed sanitation services (%),2004,Total,57.97
Croatia,Population using safely managed sanitation services (%),2004,Urban,64.06
Croatia,Population using safely managed sanitation services (%),2003,Total,57.93
Croatia,Population using safely managed sanitation services (%),2003,Urban,64.04
Croatia,Population using safely managed sanitation services (%),2002,Total,57.89
Croatia,Population using safely managed sanitation services (%),2002,Urban,64.03
Croatia,Population using safely managed sanitation services (%),2001,Total,57.86
Croatia,Population using safely managed sanitation services (%),2001,Urban,64.01
Croatia,Population using safely managed sanitation services (%),2000,Total,57.83
Croatia,Population using safely managed sanitation services (%),2000,Urban,64.01
Cuba,Population using safely managed sanitation services (%),2017,Total,44.34
Cuba,Population using safely managed sanitation services (%),2017,Urban,41.87
Cuba,Population using safely managed sanitation services (%),2016,Total,43.56
Cuba,Population using safely managed sanitation services (%),2016,Urban,41.03
Cuba,Population using safely managed sanitation services (%),2015,Total,42.69
Cuba,Population using safely managed sanitation services (%),2015,Urban,40.2
Cuba,Population using safely managed sanitation services (%),2014,Total,41.8
Cuba,Population using safely managed sanitation services (%),2014,Urban,39.38
Cuba,Population using safely managed sanitation services (%),2013,Total,40.93
Cuba,Population using safely managed sanitation services (%),2013,Urban,38.57
Cuba,Population using safely managed sanitation services (%),2012,Total,40.07
Cuba,Population using safely managed sanitation services (%),2012,Urban,37.78
Cuba,Population using safely managed sanitation services (%),2011,Total,39.23
Cuba,Population using safely managed sanitation services (%),2011,Urban,37
Cuba,Population using safely managed sanitation services (%),2010,Total,38.41
Cuba,Population using safely managed sanitation services (%),2010,Urban,36.23
Cuba,Population using safely managed sanitation services (%),2009,Total,37.6
Cuba,Population using safely managed sanitation services (%),2009,Urban,35.48
Cuba,Population using safely managed sanitation services (%),2008,Total,36.81
Cuba,Population using safely managed sanitation services (%),2008,Urban,34.74
Cuba,Population using safely managed sanitation services (%),2007,Total,36.03
Cuba,Population using safely managed sanitation services (%),2007,Urban,34.01
Cuba,Population using safely managed sanitation services (%),2006,Total,35.26
Cuba,Population using safely managed sanitation services (%),2006,Urban,33.3
Cuba,Population using safely managed sanitation services (%),2005,Total,34.52
Cuba,Population using safely managed sanitation services (%),2005,Urban,32.6
Cuba,Population using safely managed sanitation services (%),2004,Total,33.78
Cuba,Population using safely managed sanitation services (%),2004,Urban,31.91
Cuba,Population using safely managed sanitation services (%),2003,Total,33.73
Cuba,Population using safely managed sanitation services (%),2003,Urban,31.93
Cuba,Population using safely managed sanitation services (%),2002,Total,33.68
Cuba,Population using safely managed sanitation services (%),2002,Urban,31.96
Cuba,Population using safely managed sanitation services (%),2001,Total,33.63
Cuba,Population using safely managed sanitation services (%),2001,Urban,31.98
Cuba,Population using safely managed sanitation services (%),2000,Total,33.58
Cuba,Population using safely managed sanitation services (%),2000,Urban,32.01
Cyprus,Population using safely managed sanitation services (%),2017,Total,75.46
Cyprus,Population using safely managed sanitation services (%),2017,Urban,86.27
Cyprus,Population using safely managed sanitation services (%),2016,Total,75.5
Cyprus,Population using safely managed sanitation services (%),2016,Urban,86.27
Cyprus,Population using safely managed sanitation services (%),2015,Total,75.55
Cyprus,Population using safely managed sanitation services (%),2015,Urban,86.28
Cyprus,Population using safely managed sanitation services (%),2014,Total,75.6
Cyprus,Population using safely managed sanitation services (%),2014,Urban,86.29
Cyprus,Population using safely managed sanitation services (%),2013,Total,75.66
Cyprus,Population using safely managed sanitation services (%),2013,Urban,86.3
Cyprus,Population using safely managed sanitation services (%),2012,Total,75.73
Cyprus,Population using safely managed sanitation services (%),2012,Urban,86.31
Cyprus,Population using safely managed sanitation services (%),2011,Total,75.8
Cyprus,Population using safely managed sanitation services (%),2011,Urban,86.32
Cyprus,Population using safely managed sanitation services (%),2010,Total,75.87
Cyprus,Population using safely managed sanitation services (%),2010,Urban,86.33
Cyprus,Population using safely managed sanitation services (%),2009,Total,75.95
Cyprus,Population using safely managed sanitation services (%),2009,Urban,86.33
Cyprus,Population using safely managed sanitation services (%),2008,Total,76.02
Cyprus,Population using safely managed sanitation services (%),2008,Urban,86.34
Cyprus,Population using safely managed sanitation services (%),2007,Total,76.09
Cyprus,Population using safely managed sanitation services (%),2007,Urban,86.35
Cyprus,Population using safely managed sanitation services (%),2006,Total,76.16
Cyprus,Population using safely managed sanitation services (%),2006,Urban,86.36
Cyprus,Population using safely managed sanitation services (%),2005,Total,76.23
Cyprus,Population using safely managed sanitation services (%),2005,Urban,86.37
Cyprus,Population using safely managed sanitation services (%),2004,Total,76.3
Cyprus,Population using safely managed sanitation services (%),2004,Urban,86.38
Cyprus,Population using safely managed sanitation services (%),2003,Total,76.36
Cyprus,Population using safely managed sanitation services (%),2003,Urban,86.38
Cyprus,Population using safely managed sanitation services (%),2002,Total,76.41
Cyprus,Population using safely managed sanitation services (%),2002,Urban,86.39
Cyprus,Population using safely managed sanitation services (%),2001,Total,76.43
Cyprus,Population using safely managed sanitation services (%),2001,Urban,86.39
Cyprus,Population using safely managed sanitation services (%),2000,Total,76.39
Cyprus,Population using safely managed sanitation services (%),2000,Urban,86.39
Czechia,Population using safely managed sanitation services (%),2017,Total,94.46
Czechia,Population using safely managed sanitation services (%),2017,Urban,97.8
Czechia,Population using safely managed sanitation services (%),2017,Rural,85.1
Czechia,Population using safely managed sanitation services (%),2016,Total,94.31
Czechia,Population using safely managed sanitation services (%),2016,Urban,97.66
Czechia,Population using safely managed sanitation services (%),2016,Rural,84.99
Czechia,Population using safely managed sanitation services (%),2015,Total,93.47
Czechia,Population using safely managed sanitation services (%),2015,Urban,96.78
Czechia,Population using safely managed sanitation services (%),2015,Rural,84.29
Czechia,Population using safely managed sanitation services (%),2014,Total,92.63
Czechia,Population using safely managed sanitation services (%),2014,Urban,95.9
Czechia,Population using safely managed sanitation services (%),2014,Rural,83.6
Czechia,Population using safely managed sanitation services (%),2013,Total,91.78
Czechia,Population using safely managed sanitation services (%),2013,Urban,95.02
Czechia,Population using safely managed sanitation services (%),2013,Rural,82.9
Czechia,Population using safely managed sanitation services (%),2012,Total,90.94
Czechia,Population using safely managed sanitation services (%),2012,Urban,94.14
Czechia,Population using safely managed sanitation services (%),2012,Rural,82.21
Czechia,Population using safely managed sanitation services (%),2011,Total,90.11
Czechia,Population using safely managed sanitation services (%),2011,Urban,93.26
Czechia,Population using safely managed sanitation services (%),2011,Rural,81.52
Czechia,Population using safely managed sanitation services (%),2010,Total,89.29
Czechia,Population using safely managed sanitation services (%),2010,Urban,92.38
Czechia,Population using safely managed sanitation services (%),2010,Rural,80.82
Czechia,Population using safely managed sanitation services (%),2009,Total,88.46
Czechia,Population using safely managed sanitation services (%),2009,Urban,91.49
Czechia,Population using safely managed sanitation services (%),2009,Rural,80.13
Czechia,Population using safely managed sanitation services (%),2008,Total,87.64
Czechia,Population using safely managed sanitation services (%),2008,Urban,90.61
Czechia,Population using safely managed sanitation services (%),2008,Rural,79.43
Czechia,Population using safely managed sanitation services (%),2007,Total,86.81
Czechia,Population using safely managed sanitation services (%),2007,Urban,89.73
Czechia,Population using safely managed sanitation services (%),2007,Rural,78.74
Czechia,Population using safely managed sanitation services (%),2006,Total,85.99
Czechia,Population using safely managed sanitation services (%),2006,Urban,88.85
Czechia,Population using safely managed sanitation services (%),2006,Rural,78.04
Czechia,Population using safely managed sanitation services (%),2005,Total,85.17
Czechia,Population using safely managed sanitation services (%),2005,Urban,87.97
Czechia,Population using safely managed sanitation services (%),2005,Rural,77.35
Czechia,Population using safely managed sanitation services (%),2004,Total,84.34
Czechia,Population using safely managed sanitation services (%),2004,Urban,87.09
Czechia,Population using safely managed sanitation services (%),2004,Rural,76.65
Czechia,Population using safely managed sanitation services (%),2003,Total,83.52
Czechia,Population using safely managed sanitation services (%),2003,Urban,86.21
Czechia,Population using safely managed sanitation services (%),2003,Rural,75.96
Czechia,Population using safely managed sanitation services (%),2002,Total,83.52
Czechia,Population using safely managed sanitation services (%),2002,Urban,86.21
Czechia,Population using safely managed sanitation services (%),2002,Rural,75.96
Czechia,Population using safely managed sanitation services (%),2001,Total,83.53
Czechia,Population using safely managed sanitation services (%),2001,Urban,86.21
Czechia,Population using safely managed sanitation services (%),2001,Rural,75.96
Czechia,Population using safely managed sanitation services (%),2000,Total,83.54
Czechia,Population using safely managed sanitation services (%),2000,Urban,86.21
Czechia,Population using safely managed sanitation services (%),2000,Rural,75.97
Democratic People's Republic of Korea,Population using safely managed sanitation services (%),2017,Rural,5.14
Democratic People's Republic of Korea,Population using safely managed sanitation services (%),2016,Rural,7.07
Democratic People's Republic of Korea,Population using safely managed sanitation services (%),2015,Rural,8.99
Democratic People's Republic of Korea,Population using safely managed sanitation services (%),2014,Rural,10.89
Democratic People's Republic of Korea,Population using safely managed sanitation services (%),2013,Rural,12.78
Democratic People's Republic of Korea,Population using safely managed sanitation services (%),2012,Rural,14.66
Democratic People's Republic of Korea,Population using safely managed sanitation services (%),2011,Rural,16.52
Democratic People's Republic of Korea,Population using safely managed sanitation services (%),2010,Rural,18.37
Democratic People's Republic of Korea,Population using safely managed sanitation services (%),2009,Rural,20.21
Democratic People's Republic of Korea,Population using safely managed sanitation services (%),2008,Rural,22.03
Democratic People's Republic of Korea,Population using safely managed sanitation services (%),2007,Rural,23.84
Democratic People's Republic of Korea,Population using safely managed sanitation services (%),2006,Rural,23.75
Democratic People's Republic of Korea,Population using safely managed sanitation services (%),2005,Rural,23.75
Democratic People's Republic of Korea,Population using safely managed sanitation services (%),2004,Rural,23.75
Democratic People's Republic of Korea,Population using safely managed sanitation services (%),2003,Rural,23.75
Democratic People's Republic of Korea,Population using safely managed sanitation services (%),2002,Rural,23.75
Denmark,Population using safely managed sanitation services (%),2017,Total,94.84
Denmark,Population using safely managed sanitation services (%),2016,Total,94.84
Denmark,Population using safely managed sanitation services (%),2015,Total,94.54
Denmark,Population using safely managed sanitation services (%),2014,Total,94.24
Denmark,Population using safely managed sanitation services (%),2013,Total,93.94
Denmark,Population using safely managed sanitation services (%),2012,Total,93.64
Denmark,Population using safely managed sanitation services (%),2011,Total,93.34
Denmark,Population using safely managed sanitation services (%),2010,Total,93.04
Denmark,Population using safely managed sanitation services (%),2009,Total,92.74
Denmark,Population using safely managed sanitation services (%),2008,Total,92.45
Denmark,Population using safely managed sanitation services (%),2007,Total,92.15
Denmark,Population using safely managed sanitation services (%),2006,Total,92.15
Denmark,Population using safely managed sanitation services (%),2005,Total,92.15
Denmark,Population using safely managed sanitation services (%),2004,Total,92.15
Denmark,Population using safely managed sanitation services (%),2003,Total,92.15
Denmark,Population using safely managed sanitation services (%),2002,Total,92.15
Denmark,Population using safely managed sanitation services (%),2001,Total,92.15
Denmark,Population using safely managed sanitation services (%),2000,Total,92.15
Djibouti,Population using safely managed sanitation services (%),2017,Total,36.44
Djibouti,Population using safely managed sanitation services (%),2017,Urban,41.48
Djibouti,Population using safely managed sanitation services (%),2017,Rural,18.93
Djibouti,Population using safely managed sanitation services (%),2016,Total,35.64
Djibouti,Population using safely managed sanitation services (%),2016,Urban,40.64
Djibouti,Population using safely managed sanitation services (%),2016,Rural,18.36
Djibouti,Population using safely managed sanitation services (%),2015,Total,34.84
Djibouti,Population using safely managed sanitation services (%),2015,Urban,39.81
Djibouti,Population using safely managed sanitation services (%),2015,Rural,17.8
Djibouti,Population using safely managed sanitation services (%),2014,Total,34.03
Djibouti,Population using safely managed sanitation services (%),2014,Urban,38.96
Djibouti,Population using safely managed sanitation services (%),2014,Rural,17.23
Djibouti,Population using safely managed sanitation services (%),2013,Total,33.23
Djibouti,Population using safely managed sanitation services (%),2013,Urban,38.12
Djibouti,Population using safely managed sanitation services (%),2013,Rural,16.66
Djibouti,Population using safely managed sanitation services (%),2012,Total,32.43
Djibouti,Population using safely managed sanitation services (%),2012,Urban,37.27
Djibouti,Population using safely managed sanitation services (%),2012,Rural,16.1
Djibouti,Population using safely managed sanitation services (%),2011,Total,31.62
Djibouti,Population using safely managed sanitation services (%),2011,Urban,36.41
Djibouti,Population using safely managed sanitation services (%),2011,Rural,15.53
Djibouti,Population using safely managed sanitation services (%),2010,Total,30.82
Djibouti,Population using safely managed sanitation services (%),2010,Urban,35.55
Djibouti,Population using safely managed sanitation services (%),2010,Rural,14.97
Djibouti,Population using safely managed sanitation services (%),2009,Total,30.02
Djibouti,Population using safely managed sanitation services (%),2009,Urban,34.69
Djibouti,Population using safely managed sanitation services (%),2009,Rural,14.41
Djibouti,Population using safely managed sanitation services (%),2008,Total,29.21
Djibouti,Population using safely managed sanitation services (%),2008,Urban,33.83
Djibouti,Population using safely managed sanitation services (%),2008,Rural,13.85
Djibouti,Population using safely managed sanitation services (%),2007,Total,28.4
Djibouti,Population using safely managed sanitation services (%),2007,Urban,32.96
Djibouti,Population using safely managed sanitation services (%),2007,Rural,13.29
Djibouti,Population using safely managed sanitation services (%),2006,Total,27.59
Djibouti,Population using safely managed sanitation services (%),2006,Urban,32.08
Djibouti,Population using safely managed sanitation services (%),2006,Rural,12.73
Djibouti,Population using safely managed sanitation services (%),2005,Total,26.78
Djibouti,Population using safely managed sanitation services (%),2005,Urban,31.2
Djibouti,Population using safely managed sanitation services (%),2005,Rural,12.18
Djibouti,Population using safely managed sanitation services (%),2004,Total,25.97
Djibouti,Population using safely managed sanitation services (%),2004,Urban,30.32
Djibouti,Population using safely managed sanitation services (%),2004,Rural,11.62
Djibouti,Population using safely managed sanitation services (%),2003,Total,25.96
Djibouti,Population using safely managed sanitation services (%),2003,Urban,30.32
Djibouti,Population using safely managed sanitation services (%),2003,Rural,11.62
Djibouti,Population using safely managed sanitation services (%),2002,Total,25.95
Djibouti,Population using safely managed sanitation services (%),2002,Urban,30.32
Djibouti,Population using safely managed sanitation services (%),2002,Rural,11.62
Djibouti,Population using safely managed sanitation services (%),2001,Total,25.94
Djibouti,Population using safely managed sanitation services (%),2001,Urban,30.32
Djibouti,Population using safely managed sanitation services (%),2001,Rural,11.62
Djibouti,Population using safely managed sanitation services (%),2000,Total,25.93
Djibouti,Population using safely managed sanitation services (%),2000,Urban,30.32
Djibouti,Population using safely managed sanitation services (%),2000,Rural,11.62
Ecuador,Population using safely managed sanitation services (%),2017,Total,42.01
Ecuador,Population using safely managed sanitation services (%),2017,Urban,33.37
Ecuador,Population using safely managed sanitation services (%),2017,Rural,57.16
Ecuador,Population using safely managed sanitation services (%),2016,Total,42.18
Ecuador,Population using safely managed sanitation services (%),2016,Urban,34.05
Ecuador,Population using safely managed sanitation services (%),2016,Rural,56.35
Ecuador,Population using safely managed sanitation services (%),2015,Total,42.18
Ecuador,Population using safely managed sanitation services (%),2015,Urban,34.46
Ecuador,Population using safely managed sanitation services (%),2015,Rural,55.54
Ecuador,Population using safely managed sanitation services (%),2014,Total,42.14
Ecuador,Population using safely managed sanitation services (%),2014,Urban,34.83
Ecuador,Population using safely managed sanitation services (%),2014,Rural,54.73
Ecuador,Population using safely managed sanitation services (%),2013,Total,42.1
Ecuador,Population using safely managed sanitation services (%),2013,Urban,35.2
Ecuador,Population using safely managed sanitation services (%),2013,Rural,53.92
Ecuador,Population using safely managed sanitation services (%),2012,Total,42.06
Ecuador,Population using safely managed sanitation services (%),2012,Urban,35.56
Ecuador,Population using safely managed sanitation services (%),2012,Rural,53.11
Ecuador,Population using safely managed sanitation services (%),2011,Total,42
Ecuador,Population using safely managed sanitation services (%),2011,Urban,35.92
Ecuador,Population using safely managed sanitation services (%),2011,Rural,52.3
Ecuador,Population using safely managed sanitation services (%),2010,Total,41.95
Ecuador,Population using safely managed sanitation services (%),2010,Urban,36.28
Ecuador,Population using safely managed sanitation services (%),2010,Rural,51.48
Ecuador,Population using safely managed sanitation services (%),2009,Total,41.9
Ecuador,Population using safely managed sanitation services (%),2009,Urban,36.63
Ecuador,Population using safely managed sanitation services (%),2009,Rural,50.67
Ecuador,Population using safely managed sanitation services (%),2008,Total,41.83
Ecuador,Population using safely managed sanitation services (%),2008,Urban,36.98
Ecuador,Population using safely managed sanitation services (%),2008,Rural,49.85
Ecuador,Population using safely managed sanitation services (%),2007,Total,41.76
Ecuador,Population using safely managed sanitation services (%),2007,Urban,37.33
Ecuador,Population using safely managed sanitation services (%),2007,Rural,49.03
Ecuador,Population using safely managed sanitation services (%),2006,Total,41.69
Ecuador,Population using safely managed sanitation services (%),2006,Urban,37.68
Ecuador,Population using safely managed sanitation services (%),2006,Rural,48.21
Ecuador,Population using safely managed sanitation services (%),2005,Total,41.61
Ecuador,Population using safely managed sanitation services (%),2005,Urban,38.02
Ecuador,Population using safely managed sanitation services (%),2005,Rural,47.39
Ecuador,Population using safely managed sanitation services (%),2004,Total,41.52
Ecuador,Population using safely managed sanitation services (%),2004,Urban,38.36
Ecuador,Population using safely managed sanitation services (%),2004,Rural,46.57
Ecuador,Population using safely managed sanitation services (%),2003,Total,41.49
Ecuador,Population using safely managed sanitation services (%),2003,Urban,38.82
Ecuador,Population using safely managed sanitation services (%),2003,Rural,45.71
Ecuador,Population using safely managed sanitation services (%),2002,Total,41.45
Ecuador,Population using safely managed sanitation services (%),2002,Urban,39.29
Ecuador,Population using safely managed sanitation services (%),2002,Rural,44.85
Ecuador,Population using safely managed sanitation services (%),2001,Total,41.42
Ecuador,Population using safely managed sanitation services (%),2001,Urban,39.76
Ecuador,Population using safely managed sanitation services (%),2001,Rural,43.99
Ecuador,Population using safely managed sanitation services (%),2000,Total,41.38
Ecuador,Population using safely managed sanitation services (%),2000,Urban,40.23
Ecuador,Population using safely managed sanitation services (%),2000,Rural,43.13
Egypt,Population using safely managed sanitation services (%),2017,Total,60.74
Egypt,Population using safely managed sanitation services (%),2017,Urban,70.71
Egypt,Population using safely managed sanitation services (%),2016,Total,60.16
Egypt,Population using safely managed sanitation services (%),2016,Urban,70.04
Egypt,Population using safely managed sanitation services (%),2015,Total,59.59
Egypt,Population using safely managed sanitation services (%),2015,Urban,69.38
Egypt,Population using safely managed sanitation services (%),2014,Total,59.02
Egypt,Population using safely managed sanitation services (%),2014,Urban,68.72
Egypt,Population using safely managed sanitation services (%),2013,Total,58.55
Egypt,Population using safely managed sanitation services (%),2013,Urban,68.29
Egypt,Population using safely managed sanitation services (%),2012,Total,58.08
Egypt,Population using safely managed sanitation services (%),2012,Urban,67.86
Egypt,Population using safely managed sanitation services (%),2011,Total,57.61
Egypt,Population using safely managed sanitation services (%),2011,Urban,67.43
Egypt,Population using safely managed sanitation services (%),2010,Total,57.13
Egypt,Population using safely managed sanitation services (%),2010,Urban,67
Egypt,Population using safely managed sanitation services (%),2009,Total,56.66
Egypt,Population using safely managed sanitation services (%),2009,Urban,66.58
Egypt,Population using safely managed sanitation services (%),2008,Total,56.18
Egypt,Population using safely managed sanitation services (%),2008,Urban,66.15
Egypt,Population using safely managed sanitation services (%),2007,Total,55.7
Egypt,Population using safely managed sanitation services (%),2007,Urban,65.73
Egypt,Population using safely managed sanitation services (%),2006,Total,55.23
Egypt,Population using safely managed sanitation services (%),2006,Urban,65.31
Egypt,Population using safely managed sanitation services (%),2005,Total,54.74
Egypt,Population using safely managed sanitation services (%),2005,Urban,64.89
Egypt,Population using safely managed sanitation services (%),2004,Total,54.25
Egypt,Population using safely managed sanitation services (%),2004,Urban,64.47
Egypt,Population using safely managed sanitation services (%),2003,Total,53.77
Egypt,Population using safely managed sanitation services (%),2003,Urban,64.05
Egypt,Population using safely managed sanitation services (%),2002,Total,53.94
Egypt,Population using safely managed sanitation services (%),2002,Urban,64.15
Egypt,Population using safely managed sanitation services (%),2001,Total,54.1
Egypt,Population using safely managed sanitation services (%),2001,Urban,64.26
Egypt,Population using safely managed sanitation services (%),2000,Total,54.27
Egypt,Population using safely managed sanitation services (%),2000,Urban,64.36
Estonia,Population using safely managed sanitation services (%),2017,Total,97.36
Estonia,Population using safely managed sanitation services (%),2017,Urban,98.71
Estonia,Population using safely managed sanitation services (%),2017,Rural,94.39
Estonia,Population using safely managed sanitation services (%),2016,Total,97.35
Estonia,Population using safely managed sanitation services (%),2016,Urban,98.72
Estonia,Population using safely managed sanitation services (%),2016,Rural,94.36
Estonia,Population using safely managed sanitation services (%),2015,Total,97.11
Estonia,Population using safely managed sanitation services (%),2015,Urban,98.44
Estonia,Population using safely managed sanitation services (%),2015,Rural,94.24
Estonia,Population using safely managed sanitation services (%),2014,Total,96.78
Estonia,Population using safely managed sanitation services (%),2014,Urban,98.02
Estonia,Population using safely managed sanitation services (%),2014,Rural,94.12
Estonia,Population using safely managed sanitation services (%),2013,Total,96.51
Estonia,Population using safely managed sanitation services (%),2013,Urban,97.66
Estonia,Population using safely managed sanitation services (%),2013,Rural,94.06
Estonia,Population using safely managed sanitation services (%),2012,Total,96.36
Estonia,Population using safely managed sanitation services (%),2012,Urban,97.47
Estonia,Population using safely managed sanitation services (%),2012,Rural,93.99
Estonia,Population using safely managed sanitation services (%),2011,Total,96.32
Estonia,Population using safely managed sanitation services (%),2011,Urban,97.44
Estonia,Population using safely managed sanitation services (%),2011,Rural,93.93
Estonia,Population using safely managed sanitation services (%),2010,Total,96.28
Estonia,Population using safely managed sanitation services (%),2010,Urban,97.41
Estonia,Population using safely managed sanitation services (%),2010,Rural,93.86
Estonia,Population using safely managed sanitation services (%),2009,Total,96.24
Estonia,Population using safely managed sanitation services (%),2009,Urban,97.38
Estonia,Population using safely managed sanitation services (%),2009,Rural,93.8
Estonia,Population using safely managed sanitation services (%),2008,Total,96.21
Estonia,Population using safely managed sanitation services (%),2008,Urban,97.35
Estonia,Population using safely managed sanitation services (%),2008,Rural,93.74
Estonia,Population using safely managed sanitation services (%),2007,Total,96.17
Estonia,Population using safely managed sanitation services (%),2007,Urban,97.32
Estonia,Population using safely managed sanitation services (%),2007,Rural,93.67
Estonia,Population using safely managed sanitation services (%),2006,Total,96.14
Estonia,Population using safely managed sanitation services (%),2006,Urban,97.3
Estonia,Population using safely managed sanitation services (%),2006,Rural,93.61
Estonia,Population using safely managed sanitation services (%),2005,Total,96.11
Estonia,Population using safely managed sanitation services (%),2005,Urban,97.27
Estonia,Population using safely managed sanitation services (%),2005,Rural,93.55
Estonia,Population using safely managed sanitation services (%),2004,Total,96.07
Estonia,Population using safely managed sanitation services (%),2004,Urban,97.24
Estonia,Population using safely managed sanitation services (%),2004,Rural,93.49
Estonia,Population using safely managed sanitation services (%),2003,Total,96.04
Estonia,Population using safely managed sanitation services (%),2003,Urban,97.21
Estonia,Population using safely managed sanitation services (%),2003,Rural,93.43
Estonia,Population using safely managed sanitation services (%),2002,Total,96.09
Estonia,Population using safely managed sanitation services (%),2002,Urban,97.26
Estonia,Population using safely managed sanitation services (%),2002,Rural,93.45
Estonia,Population using safely managed sanitation services (%),2001,Total,96.09
Estonia,Population using safely managed sanitation services (%),2001,Urban,97.28
