Location,Dim2,Indicator,Period,Dim1,First Tooltip
Belgium,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.58 [1.75-5.97]
Belgium,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.37 [0.67-2.29]
Belgium,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,14.65 [9.49-20.28]
Belgium,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,15.67 [10.95-20.42]
Belgium,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,13.66 [7.8-20.41]
Belgium,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,5.92 [3.83-8.19]
Belgium,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,7.97 [5.57-10.39]
Belgium,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,4.09 [2.33-6.11]
Belgium,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,5.54 [2.58-11.97]
Belgium,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.61 [2.55-8.91]
Belgium,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,6.44 [2.65-15]
Belgium,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.07 [0.97-4.48]
Belgium,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.2 [1.22-4.25]
Belgium,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.93 [0.8-4.5]
Belgium,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,8.22 [3.27-14.48]
Belgium,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,9.38 [3.73-16.54]
Belgium,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,7.09 [2.82-12.49]
Belgium,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,3.16 [1.26-5.58]
Belgium,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,4.34 [1.72-7.64]
Belgium,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.33 [0.93-4.11]
Belize,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,35.15 [29.12-41.68]
Belize,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,42.39 [35.09-50.42]
Belize,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,27.95 [22.93-33.39]
Belize,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,68.59 [56.84-81.34]
Belize,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,82.53 [68.31-98.16]
Belize,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,54.68 [44.86-65.31]
Belize,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,9 [6.5-11.96]
Belize,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,9.96 [7.1-13.26]
Belize,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,8.04 [5.82-10.64]
Belize,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,17.44 [12.59-23.18]
Belize,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,19.3 [13.77-25.69]
Belize,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,15.57 [11.26-20.6]
Belize,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.32 [1.43-3.4]
Belize,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,3.55 [2.13-5.3]
Belize,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.1 [0.69-1.57]
Belize,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.27 [2.63-6.25]
Belize,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.64 [3.97-9.9]
Belize,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.9 [1.18-2.71]
Belize,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,14.15 [11.09-17.12]
Belize,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,17.3 [13.64-20.91]
Belize,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,11.03 [8.56-13.52]
Belize,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,27.66 [21.66-33.46]
Belize,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,33.44 [26.37-40.43]
Belize,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,21.87 [16.97-26.8]
Belize,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.03 [4.55-7.74]
Belize,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,6.73 [5.07-8.53]
Belize,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,5.34 [3.91-6.99]
Belize,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,11.83 [8.93-15.17]
Belize,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,13.05 [9.82-16.54]
Belize,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,10.57 [7.74-13.83]
Belize,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.54 [2.17-5.1]
Belize,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.77 [2.63-7.23]
Belize,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.33 [1.52-3.16]
Belize,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,7.39 [4.53-10.65]
Belize,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,10.11 [5.58-15.34]
Belize,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,4.77 [3.12-6.48]
Benin,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,119.1 [107.1-129.5]
Benin,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,115.1 [102.5-126.5]
Benin,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,123 [110.9-133.3]
Benin,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,205 [184.4-223]
Benin,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,219.5 [195.3-241.1]
Benin,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,193.2 [174.1-209.4]
Benin,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,70.24 [59.34-78.72]
Benin,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,70.39 [59.3-79.24]
Benin,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,70.1 [59.25-78.27]
Benin,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,92.5 [78.14-103.7]
Benin,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,104.8 [88.32-118]
Benin,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,83.25 [70.36-92.95]
Benin,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.27 [0.22-0.32]
Benin,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.28 [0.21-0.33]
Benin,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.27 [0.22-0.31]
Benin,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.57 [0.46-0.67]
Benin,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.62 [0.47-0.75]
Benin,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.53 [0.43-0.61]
Benin,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,21.56 [19.08-24.1]
Benin,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,21.26 [18.84-23.77]
Benin,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,21.86 [19.02-24.52]
Benin,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,51.39 [45.49-57.46]
Benin,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,55.73 [49.4-62.31]
Benin,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,47.44 [41.29-53.22]
Benin,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,17.74 [15.44-20.04]
Benin,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,15.13 [13.2-17.11]
Benin,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,20.34 [17.45-23.19]
Benin,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,40.28 [35.05-45.5]
Benin,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,37.03 [32.31-41.88]
Benin,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,42.22 [36.23-48.14]
Benin,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,8.14 [6.27-9.58]
Benin,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,7.19 [3.96-9.39]
Benin,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,9.09 [7.39-10.33]
Benin,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,20.29 [15.62-23.88]
Benin,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,21.26 [11.72-27.78]
Benin,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,19.73 [16.03-22.42]
Bhutan,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,87.53 [66.46-106.3]
Bhutan,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,86.55 [65.32-106.7]
Bhutan,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,88.65 [67.29-107.6]
Bhutan,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,124.5 [94.52-151.1]
Bhutan,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,119.9 [90.47-147.7]
Bhutan,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,130.3 [98.94-158.2]
Bhutan,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,15.04 [10.92-18.7]
Bhutan,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,13.77 [9.98-17.21]
Bhutan,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,16.49 [11.95-20.44]
Bhutan,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,19.73 [14.32-24.53]
Bhutan,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,17.92 [12.99-22.41]
Bhutan,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,22.01 [15.96-27.29]
Bhutan,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.18 [1.4-2.9]
Bhutan,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.86 [1.14-2.53]
Bhutan,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.54 [1.63-3.32]
Bhutan,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,3.23 [2.07-4.3]
Bhutan,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.7 [1.65-3.67]
Bhutan,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,3.87 [2.49-5.06]
Bhutan,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,36.55 [27.51-45.3]
Bhutan,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,38.9 [29.48-48.34]
Bhutan,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,33.9 [25.3-42.09]
Bhutan,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,50.72 [38.16-62.85]
Bhutan,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,51.85 [39.29-64.43]
Bhutan,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,49.36 [36.84-61.29]
Bhutan,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,13.5 [9.64-17.07]
Bhutan,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,12.29 [8.9-15.69]
Bhutan,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,14.87 [10.47-18.78]
Bhutan,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,19.56 [13.97-24.73]
Bhutan,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,17.29 [12.52-22.08]
Bhutan,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,22.34 [15.73-28.21]
Bhutan,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,19.8 [12.97-26.12]
Bhutan,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,19.33 [10.92-27.89]
Bhutan,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,20.33 [13.65-26.02]
Bhutan,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,31.25 [20.46-41.22]
Bhutan,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,30.11 [17.01-43.45]
Bhutan,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,32.76 [21.99-41.92]
Bolivia (Plurinational State of),Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,55.2 [46.28-65.47]
Bolivia (Plurinational State of),Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,58.6 [48.73-69.45]
Bolivia (Plurinational State of),Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,51.79 [43.04-61.64]
Bolivia (Plurinational State of),Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,63.72 [53.43-75.57]
Bolivia (Plurinational State of),Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,72.35 [60.17-85.75]
Bolivia (Plurinational State of),Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,55.86 [46.41-66.47]
Bolivia (Plurinational State of),Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,19.44 [14.32-25.09]
Bolivia (Plurinational State of),Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,20.85 [15.29-26.9]
Bolivia (Plurinational State of),Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,18.03 [13.34-23.05]
Bolivia (Plurinational State of),Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,20.85 [15.36-26.91]
Bolivia (Plurinational State of),Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,23.9 [17.53-30.83]
Bolivia (Plurinational State of),Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,18.14 [13.43-23.19]
Bolivia (Plurinational State of),"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1 [0.64-1.38]
Bolivia (Plurinational State of),"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.88 [0.54-1.27]
Bolivia (Plurinational State of),"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.11 [0.73-1.54]
Bolivia (Plurinational State of),"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.26 [0.8-1.75]
Bolivia (Plurinational State of),"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.18 [0.73-1.7]
Bolivia (Plurinational State of),"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.33 [0.87-1.83]
Bolivia (Plurinational State of),Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,19.18 [15.29-23.29]
Bolivia (Plurinational State of),Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,21.4 [17.38-25.76]
Bolivia (Plurinational State of),Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,16.94 [13.27-20.89]
Bolivia (Plurinational State of),Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,23.19 [18.5-28.17]
Bolivia (Plurinational State of),Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,27.68 [22.48-33.32]
Bolivia (Plurinational State of),Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,18.94 [14.83-23.35]
Bolivia (Plurinational State of),Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,8.39 [6.67-10.54]
Bolivia (Plurinational State of),Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,8.28 [6.59-10.34]
Bolivia (Plurinational State of),Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,8.5 [6.7-10.7]
Bolivia (Plurinational State of),Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,10.27 [8.17-12.9]
Bolivia (Plurinational State of),Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,10.62 [8.45-13.27]
Bolivia (Plurinational State of),Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,9.96 [7.85-12.53]
Bolivia (Plurinational State of),Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,7.04 [4.51-9.73]
Bolivia (Plurinational State of),Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,7.07 [3.87-10.46]
Bolivia (Plurinational State of),Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,7.01 [4.66-9.54]
Bolivia (Plurinational State of),Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,8.14 [5.22-11.26]
Bolivia (Plurinational State of),Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,8.97 [4.91-13.28]
Bolivia (Plurinational State of),Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,7.5 [4.98-10.2]
Bosnia and Herzegovina,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,159.3 [116.6-204.2]
Bosnia and Herzegovina,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,167.6 [122-213.2]
Bosnia and Herzegovina,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,151.3 [108.5-197.5]
Bosnia and Herzegovina,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,79.76 [58.36-102.2]
Bosnia and Herzegovina,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,100.8 [73.42-128.3]
Bosnia and Herzegovina,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,62.1 [44.54-81.04]
Bosnia and Herzegovina,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.79 [3.33-6.22]
Bosnia and Herzegovina,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.76 [3.28-6.23]
Bosnia and Herzegovina,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,4.83 [3.36-6.26]
Bosnia and Herzegovina,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.59 [1.8-3.37]
Bosnia and Herzegovina,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.07 [2.12-4.03]
Bosnia and Herzegovina,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.21 [1.54-2.87]
Bosnia and Herzegovina,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,19.47 [11.59-27.38]
Bosnia and Herzegovina,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,29.9 [17.65-42.44]
Bosnia and Herzegovina,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,9.43 [5.68-12.96]
Bosnia and Herzegovina,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,10.87 [6.47-15.29]
Bosnia and Herzegovina,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,18.43 [10.88-26.16]
Bosnia and Herzegovina,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,4.69 [2.82-6.44]
Bosnia and Herzegovina,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,76.16 [53.7-101.9]
Bosnia and Herzegovina,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,76.72 [56.19-100.5]
Bosnia and Herzegovina,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,75.6 [50.25-103.1]
Bosnia and Herzegovina,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,37.72 [26.59-50.47]
Bosnia and Herzegovina,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,46.25 [33.87-60.58]
Bosnia and Herzegovina,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,30.09 [20-41.02]
Bosnia and Herzegovina,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,42.39 [28.11-58.63]
Bosnia and Herzegovina,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,37.14 [25.23-51.04]
Bosnia and Herzegovina,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,47.44 [31.12-66.01]
Bosnia and Herzegovina,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,21.01 [13.93-29.06]
Bosnia and Herzegovina,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,22.25 [15.12-30.58]
Bosnia and Herzegovina,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,19.85 [13.02-27.62]
Bosnia and Herzegovina,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,15.83 [9.88-21.46]
Bosnia and Herzegovina,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,18.48 [10.07-27.11]
Bosnia and Herzegovina,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,13.28 [8.38-17.45]
Bosnia and Herzegovina,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,7.57 [4.72-10.26]
Bosnia and Herzegovina,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,10.81 [5.89-15.85]
Bosnia and Herzegovina,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,5.26 [3.32-6.92]
Botswana,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,52.99 [42.03-64.12]
Botswana,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,53.18 [41.69-64.96]
Botswana,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,52.78 [41.82-63.73]
Botswana,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,101.3 [80.35-122.6]
Botswana,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,120.4 [94.41-147.1]
